"response2"	"Answer.condition"	"root"	"item"	"context"	"workerid"	"response1"	"slide_number"	"category"	"Answer.time_in_minutes"	"condition"	"participant"
"softer"	6	"soft"	"real"	"XXX things are nice. Some people disagree, but quite a few think XXX things are great. Well, at least everyone can agree that the YYY one of all is really nice. Nothing is YYY than that one."	0	"softest"	28	"adjective"	11.3199166666667	"filler"	"6cond-trials"
NA	6	"wolp"	"nonce"	"The officer wondered if this XXX had been left behind on purpose. YYY were not known to wander off on their own."	0	"Wolps"	29	"noun"	11.3199166666667	"6"	"6cond-trials"
NA	6	"coodle"	"nonce"	"Have you ever heard of a XXX? It grows in South America. There are YYY on the menu tonight for dinner."	0	"coodles"	30	"noun"	11.3199166666667	"6"	"6cond-trials"
"gliper"	6	"glip"	"nonce"	"I like to watch movies that make me feel XXX. I'm a XXX person afterwards. After I watched this one I felt the YYY I've ever felt. I felt YYY than any other movie had made me feel."	0	"glipest"	31	"adjective"	11.3199166666667	"6"	"6cond-trials"
NA	6	"bize"	"nonce"	"There was a group of kids playing with a XXX down the street. Did you see it? I think it might be one of Terry's YYY."	0	"bizes"	32	"noun"	11.3199166666667	"6"	"6cond-trials"
NA	6	"tulver"	"nonce"	"Sam had left the building without her XXX. She told herself that there would be plenty of people with YYY that worked when she got there."	0	"tulvers"	33	"noun"	11.3199166666667	"6"	"6cond-trials"
"tighter"	6	"tight"	"real"	"Why are XXX pants popular? Most find XXX pants uncomfortable. For some reason though, people still try to wear the YYY ones they can find, always looking for a YYY pair than the last."	0	"tightest"	34	"adjective"	11.3199166666667	"filler"	"6cond-trials"
"kerner"	6	"kern"	"nonce"	"I had a XXX day yesterday. It all started with a XXX phone call I got. This might be the YYY day I've ever had. Maybe even YYY than the day we went to the aquarium."	0	"kernest"	35	"adjective"	11.3199166666667	"6"	"6cond-trials"
"renged"	6	"reng"	"nonce"	"Fred couldn't XXX. All he wanted was to XXX. Finally, he succeeded in YYY. After he YYY his mind was at ease."	0	"renging"	36	"verb"	11.3199166666667	"6"	"6cond-trials"
"skied"	6	"ski"	"real"	"When I was a kid I used to XXX. My father taught me to XXX. I used to enjoy YYY very much. But I probably YYY one too many times."	0	"skiing"	37	"verb"	11.3199166666667	"filler"	"6cond-trials"
NA	6	"fiffin"	"nonce"	"This is a XXX. Now there is another one. There are two of them. There are two YYY."	0	"fiffins"	38	"noun"	11.3199166666667	"6"	"6cond-trials"
"slinted"	6	"slint"	"nonce"	"I don't want to XXX. I try not to XXX. I know that YYY isn't good for you. I know that because I YYY a lot when I was a teenager."	0	"slinting"	39	"verb"	11.3199166666667	"6"	"6cond-trials"
NA	6	"dand"	"nonce"	"My favorite animal is the XXX. They are impressive creatures. I saw a group of YYY during our trip last summer and I was so excited."	0	"dands"	40	"noun"	11.3199166666667	"6"	"6cond-trials"
"teeped"	6	"teep"	"nonce"	"I dream that one day I'll be able to XXX. The chance to XXX would be very exciting. I think I'd really enjoy YYY. My friend Sam YYY once and he loved it."	0	"teeping"	41	"verb"	11.3199166666667	"6"	"6cond-trials"
"staded"	6	"stad"	"nonce"	"Why won't John XXX? I want him to XXX. He's only tolerable when he's YYY. Like yesterday he YYY, and he was fine."	0	"stading"	42	"verb"	11.3199166666667	"6"	"6cond-trials"
"kitaer"	6	"kita"	"nonce"	"My mom's food always tastes XXX. She learnt to cook XXX food from her mom. I think she makes the YYY food in the world. Or at least, YYY food than my dad does."	0	"kitaest"	43	"adjective"	11.3199166666667	"6"	"6cond-trials"
"farmed"	6	"farm"	"real"	"Nobody wants to XXX these days. I don't know why people don't XXX. This country has a long tradition of YYY. Years ago everyone YYY and life was much better."	0	"farming"	44	"verb"	11.3199166666667	"filler"	"6cond-trials"
NA	6	"tesh"	"nonce"	"There was no doubt in my mind that a great XXX like this one was John's. I had seen a set of YYY in his yard last summer and this had to be one of them."	0	"teshes"	45	"noun"	11.3199166666667	"6"	"6cond-trials"
"panked"	6	"pank"	"nonce"	"Next week we're going to XXX. We've been waiting ages for the chance to XXX. We're reading a book about YYY. My friend YYY once before, but this will be my first time."	0	"panking"	46	"verb"	11.3199166666667	"6"	"6cond-trials"
NA	6	"cake"	"real"	"Did they ask about the XXX? I think we need to let them know by tomorrow. I hear YYY are in scarce quantity at the store."	0	"cakes"	47	"noun"	11.3199166666667	"filler"	"6cond-trials"
NA	6	"cheem"	"nonce"	"The XXX was on the counter this morning. Dad doesn't know where it went. We can buy a few more YYY at the store later though."	0	"cheems"	48	"noun"	11.3199166666667	"6"	"6cond-trials"
"goker"	6	"goke"	"nonce"	"This fruit is so XXX. I don't know if you like XXX things. Sam loves them. He always eats the YYY fruit in the bowl. I like it when they're a little YYY than this one, but not too much."	0	"gokest"	49	"adjective"	11.3199166666667	"6"	"6cond-trials"
NA	7	"bear"	"real"	"This is a XXX. They are really enjoyable. This one is one of my sister's YYY."	0	"bears"	4	"noun"	11.6007	"training"	"7cond-trials"
NA	7	"knit"	"real"	"I would love to learn how to XXX. My friend has been YYY recently and loves it."	0	"knitting"	5	"verb"	11.6007	"training"	"7cond-trials"
NA	7	"cook"	"real"	"John said he wants to XXX. His partner YYY yesterday, and now John has decided he wants to try."	0	"cooked"	6	"verb"	11.6007	"training"	"7cond-trials"
NA	7	"sweet"	"real"	"Such a XXX child! She really is the YYY child I've ever seen."	0	"sweetest "	7	"adjective"	11.6007	"training"	"7cond-trials"
NA	7	"hard"	"real"	"This was a XXX problem. It was definitely YYY than other problems they had encountered."	0	"harder"	8	"adjective"	11.6007	"training"	"7cond-trials"
"softer"	7	"soft"	"real"	"XXX things are nice. Some people disagree, but quite a few think XXX things are great. Well, at least everyone can agree that the YYY one of all is really nice. Nothing is YYY than that one."	0	"softest"	10	"adjective"	11.6007	"filler"	"7cond-trials"
"glarkier "	7	"glark"	"nonce"	"This fruit is so XXX. I don't know if you like XXX things. Sam loves them. He always eats the YYY fruit in the bowl. I like it when they're a little YYY than this one, but not too much."	0	"glark"	11	"adjective"	11.6007	"7"	"7cond-trials"
"heachier "	7	"heach"	"nonce"	"I like to watch movies that make me feel XXX. I'm a XXX person afterwards. After I watched this one I felt the YYY I've ever felt. I felt YYY than any other movie had made me feel."	0	"heachest"	12	"adjective"	11.6007	"7"	"7cond-trials"
NA	7	"pet"	"real"	"I would like to have a XXX. They are great companions. I am envious of people who are fortunate enough to have more than one. If I could have many YYY, I would."	0	"pets"	13	"noun"	11.6007	"filler"	"7cond-trials"
"ski"	7	"ski"	"real"	"When I was a kid I used to XXX. My father taught me to XXX. I used to enjoy YYY very much. But I probably YYY one too many times."	0	"sking"	14	"verb"	11.6007	"filler"	"7cond-trials"
NA	7	"dand"	"nonce"	"Have you ever heard of a XXX? It grows in South America. There are YYY on the menu tonight for dinner."	0	"dands"	15	"noun"	11.6007	"7"	"7cond-trials"
NA	7	"tulver"	"nonce"	"There was no doubt in my mind that a great XXX like this one was John's. I had seen a set of YYY in his yard last summer and this had to be one of them."	0	"tulvers"	16	"noun"	11.6007	"7"	"7cond-trials"
"kernier"	7	"kern"	"nonce"	"Did he think this shirt was too XXX? Maybe it was not XXX enough. They decided that being the person with the YYY shirt at the party was probably not a bad thing. After glancing at them again, the second one seemed YYY than the first, so she chose to wear it."	0	"kernest"	17	"adjective"	11.6007	"7"	"7cond-trials"
NA	7	"cheem"	"nonce"	"There was a group of kids playing with a XXX down the street. Did you see it? I think it might be one of Terry's YYY."	0	"cheems"	18	"noun"	11.6007	"7"	"7cond-trials"
"teshed"	7	"tesh"	"nonce"	"I dream that one day I'll be able to XXX. The chance to XXX would be very exciting. I think I'd really enjoy YYY. My friend Sam YYY once and he loved it."	0	"teshing"	19	"verb"	11.6007	"7"	"7cond-trials"
"kitaier"	7	"kita"	"nonce"	"I had a XXX day yesterday. It all started with a XXX phone call I got. This might be the YYY day I've ever had. Maybe even YYY than the day we went to the aquarium."	0	"kitaiest"	20	"adjective"	11.6007	"7"	"7cond-trials"
"stired"	7	"stire"	"nonce"	"Why won't John XXX? I want him to XXX. He's only tolerable when he's YYY. Like yesterday he YYY, and he was fine."	0	"stiring"	21	"verb"	11.6007	"7"	"7cond-trials"
"taller"	7	"tall"	"real"	"I met a XXX person today. I don't think I've ever met anyone so XXX. They were definitely the YYY person I've met. They were even YYY than you."	0	"tallest"	22	"adjective"	11.6007	"filler"	"7cond-trials"
"stadded"	7	"stad"	"nonce"	"You should XXX. It's always worthwhile to XXX. I'm YYY, and you should too. Last week you YYY, why won't you now?"	0	"stadding"	23	"verb"	11.6007	"7"	"7cond-trials"
NA	7	"cake"	"real"	"Did they ask about the XXX? I think we need to let them know by tomorrow. I hear YYY are in scarce quantity at the store."	0	"cakes"	24	"noun"	11.6007	"filler"	"7cond-trials"
NA	7	"wolp"	"nonce"	"Sam had left the building without her XXX. She told herself that there would be plenty of people with YYY that worked when she got there."	0	"wolps"	25	"noun"	11.6007	"7"	"7cond-trials"
"slinted"	7	"slint"	"nonce"	"Fred couldn't XXX. All he wanted was to XXX. Finally, he succeeded in YYY. After he YYY his mind was at ease."	0	"slinting"	26	"verb"	11.6007	"7"	"7cond-trials"
"roaked"	7	"roak"	"nonce"	"Jane refuses to XXX. She's too frightened to XXX. I don't know why she's so scared of YYY. Everyone else YYY last year."	0	"roaking"	27	"verb"	11.6007	"7"	"7cond-trials"
"gookier"	7	"goke"	"nonce"	"It all looked too XXX. There here too many XXX tables. The YYY was one in the corner. It was far YYY than the others."	0	"gook"	28	"adjective"	11.6007	"7"	"7cond-trials"
NA	7	"fupp"	"nonce"	"This is a XXX. Now there is another one. There are two of them. There are two YYY."	0	"fupps"	29	"noun"	11.6007	"7"	"7cond-trials"
"leamier"	7	"leam"	"nonce"	"My mom's food always tastes XXX. She learnt to cook XXX food from her mom. I think she makes the YYY food in the world. Or at least, YYY food than my dad does."	0	"leamest"	30	"adjective"	11.6007	"7"	"7cond-trials"
"tigther "	7	"tight"	"real"	"Why are XXX pants popular? Most find XXX pants uncomfortable. For some reason though, people still try to wear the YYY ones they can find, always looking for a YYY pair than the last."	0	"tightest"	31	"adjective"	11.6007	"filler"	"7cond-trials"
"jogged"	7	"jog"	"real"	"Everyone wants to XXX. Magazines are telling me to XXX. It seems like YYY is cool. But I YYY last week, and I don't see what all the fuss is about."	0	"jogging"	32	"verb"	11.6007	"filler"	"7cond-trials"
"nilter"	7	"nilt"	"nonce"	"Here is a XXX thing. Here are two other things that are XXX. This one is the YYY of them all. It is YYY than the rest."	0	"niltiest"	33	"adjective"	11.6007	"7"	"7cond-trials"
NA	7	"coodle"	"nonce"	"The XXX was on the counter this morning. Dad doesn't know where it went. We can buy a few more YYY at the store later though."	0	"coodles"	34	"noun"	11.6007	"7"	"7cond-trials"
"pizered"	7	"pizer"	"nonce"	"Next week we're going to XXX. We've been waiting ages for the chance to XXX. We're reading a book about YYY. My friend YYY once before, but this will be my first time."	0	"pizers"	35	"verb"	11.6007	"7"	"7cond-trials"
"jater"	7	"jate"	"nonce"	"The painting looked XXX. She had worked hard to create such a XXX piece. This was her YYY painting yet. It was YYY than all the previous ones combined."	0	"jatest"	36	"adjective"	11.6007	"7"	"7cond-trials"
"snelled"	7	"snell"	"nonce"	"I don't want to XXX. I try not to XXX. I know that YYY isn't good for you. I know that because I YYY a lot when I was a teenager."	0	"snelling"	37	"verb"	11.6007	"7"	"7cond-trials"
"farmed"	7	"farm"	"real"	"Nobody wants to XXX these days. I don't know why people don't XXX. This country has a long tradition of YYY. Years ago everyone YYY and life was much better."	0	"farming"	38	"verb"	11.6007	"filler"	"7cond-trials"
NA	7	"tattoo"	"real"	"It is hard to believe that having a XXX is fine now. This would have been unacceptable in our day. We were always taught that YYY were bad."	0	"tattoos"	39	"noun"	11.6007	"filler"	"7cond-trials"
NA	7	"bink"	"nonce"	"The camera followed the XXX for some time. It was on its way to meet other YYY near the beach."	0	"binks"	40	"noun"	11.6007	"7"	"7cond-trials"
"panked"	7	"pank"	"nonce"	"Nick tries to XXX every day. He gets off work early so he can XXX. He says that YYY holds his life together. But I YYY once, and it was nothing special."	0	"panking"	41	"verb"	11.6007	"7"	"7cond-trials"
"mensier"	7	"mense"	"nonce"	"They described it as a XXX place. I'm so excited to stay at a XXX resort. I hear that the spot we are going to is the YYY one on the whole coast, much YYY than the place they went to."	0	"mense"	42	"adjective"	11.6007	"7"	"7cond-trials"
"painted "	7	"paint"	"real"	"Jim loves to XXX all the time. It seems he was born to XXX. YYY is what he's good at. Last week he YYY six days out of seven."	0	"painting"	43	"verb"	11.6007	"filler"	"7cond-trials"
"glippier"	7	"glip"	"nonce"	"The woman became XXX after seeing it. Her friends laughed at how XXX she was. There was no reason for her to be the YYY person in the room. Yet, she seemed YYY than everyone present."	0	"glipper"	44	"adjective"	11.6007	"7"	"7cond-trials"
NA	7	"zorch"	"nonce"	"The officer wondered if this XXX had been left behind on purpose. YYY were not known to wander off on their own."	0	"zorched"	45	"noun"	11.6007	"7"	"7cond-trials"
"renged"	7	"reng"	"nonce"	"It's difficult to XXX. I've always found it hard to XXX. Some people say YYY is easy. But I YYY last week and I can tell you it's not easy."	0	"renging"	46	"verb"	11.6007	"7"	"7cond-trials"
"teeped"	7	"teep"	"nonce"	"Every day I like to XXX. I usually XXX first thing in the morning. After I'm finished YYY, I'm ready to start the day. This morning I YYY as usual."	0	"teeping"	47	"verb"	11.6007	"7"	"7cond-trials"
NA	7	"fiffin"	"nonce"	"My favorite animal is the XXX. They are impressive creatures. I saw a group of YYY during our trip last summer and I was so excited."	0	"fiffing"	48	"noun"	11.6007	"7"	"7cond-trials"
NA	7	"bize"	"nonce"	"Did you give him a XXX for his birthday like he asked? I think they are his favorite. He will be asking you for some YYY, I know it."	0	"biuze"	49	"noun"	11.6007	"7"	"7cond-trials"
NA	8	"bear"	"real"	"This is a XXX. They are really enjoyable. This one is one of my sister's YYY."	0	"Bears"	4	"noun"	14.7715833333333	"training"	"8cond-trials"
NA	8	"knit"	"real"	"I would love to learn how to XXX. My friend has been YYY recently and loves it."	0	"Knitting "	5	"verb"	14.7715833333333	"training"	"8cond-trials"
